# Ratio Edge Case Log -- generated 2026-07-07T09:30:17
# Total KPI edge cases logged: 6487
# Total Day-13 ROCE/ROE cross-check anomalies: 2

## KPI edge cases
[ABB | 2012-12] interest_coverage_ratio: debt-free company (interest expense is zero)
[SBIN | 2020-03] eps_cagr_10yr: INSUFFICIENT
[SBIN | 2021-03] interest_coverage_ratio: ICR < 1.5 (value=0.23): at risk of not covering interest
[SBIN | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[SBIN | 2021-03] pat_cagr_3yr: TURNAROUND
[SBIN | 2021-03] pat_cagr_10yr: INSUFFICIENT
[SBIN | 2021-03] eps_cagr_3yr: TURNAROUND
[SBIN | 2021-03] eps_cagr_10yr: INSUFFICIENT
[SBIN | 2022-03] interest_coverage_ratio: ICR < 1.5 (value=0.34): at risk of not covering interest
[SBIN | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[SBIN | 2022-03] pat_cagr_5yr: TURNAROUND
[SBIN | 2022-03] pat_cagr_10yr: INSUFFICIENT
[SBIN | 2022-03] eps_cagr_5yr: ZERO_BASE
[SBIN | 2022-03] eps_cagr_10yr: INSUFFICIENT
[SBIN | 2023-03] interest_coverage_ratio: ICR < 1.5 (value=0.42): at risk of not covering interest
[SBIN | 2023-03] pat_cagr_5yr: TURNAROUND
[SBIN | 2023-03] eps_cagr_5yr: TURNAROUND
[SBIN | 2024-03] interest_coverage_ratio: ICR < 1.5 (value=0.37): at risk of not covering interest
[SHREECEM | 2013-06] revenue_cagr_3yr: INSUFFICIENT
[SHREECEM | 2013-06] revenue_cagr_5yr: INSUFFICIENT
[SHREECEM | 2013-06] revenue_cagr_10yr: INSUFFICIENT
[SHREECEM | 2013-06] pat_cagr_3yr: INSUFFICIENT
[SHREECEM | 2013-06] pat_cagr_5yr: INSUFFICIENT
[SHREECEM | 2013-06] pat_cagr_10yr: INSUFFICIENT
[SHREECEM | 2013-06] eps_cagr_3yr: INSUFFICIENT
[SHREECEM | 2013-06] eps_cagr_5yr: INSUFFICIENT
[SHREECEM | 2013-06] eps_cagr_10yr: INSUFFICIENT
[SHREECEM | 2014-06] revenue_cagr_3yr: INSUFFICIENT
[SHREECEM | 2014-06] revenue_cagr_5yr: INSUFFICIENT
[SHREECEM | 2014-06] revenue_cagr_10yr: INSUFFICIENT
[SHREECEM | 2014-06] pat_cagr_3yr: INSUFFICIENT
[SHREECEM | 2014-06] pat_cagr_5yr: INSUFFICIENT
[SHREECEM | 2014-06] pat_cagr_10yr: INSUFFICIENT
[SHREECEM | 2014-06] eps_cagr_3yr: INSUFFICIENT
[SHREECEM | 2014-06] eps_cagr_5yr: INSUFFICIENT
[SHREECEM | 2014-06] eps_cagr_10yr: INSUFFICIENT
[SHREECEM | 2015-06] revenue_cagr_3yr: INSUFFICIENT
[SHREECEM | 2015-06] revenue_cagr_5yr: INSUFFICIENT
[SHREECEM | 2015-06] revenue_cagr_10yr: INSUFFICIENT
[SHREECEM | 2015-06] pat_cagr_3yr: INSUFFICIENT
[SHREECEM | 2015-06] pat_cagr_5yr: INSUFFICIENT
[SHREECEM | 2015-06] pat_cagr_10yr: INSUFFICIENT
[SHREECEM | 2015-06] eps_cagr_3yr: INSUFFICIENT
[SHREECEM | 2015-06] eps_cagr_5yr: INSUFFICIENT
[SHREECEM | 2015-06] eps_cagr_10yr: INSUFFICIENT
[SHREECEM | 2016-03] revenue_cagr_3yr: INSUFFICIENT
[SHREECEM | 2016-03] revenue_cagr_5yr: INSUFFICIENT
[SHREECEM | 2016-03] revenue_cagr_10yr: INSUFFICIENT
[SHREECEM | 2016-03] pat_cagr_3yr: INSUFFICIENT
[SHREECEM | 2016-03] pat_cagr_5yr: INSUFFICIENT
[SHREECEM | 2016-03] pat_cagr_10yr: INSUFFICIENT
[SHREECEM | 2016-03] eps_cagr_3yr: INSUFFICIENT
[SHREECEM | 2016-03] eps_cagr_5yr: INSUFFICIENT
[SHREECEM | 2016-03] eps_cagr_10yr: INSUFFICIENT
[SHREECEM | 2017-03] revenue_cagr_5yr: INSUFFICIENT
[SHREECEM | 2017-03] revenue_cagr_10yr: INSUFFICIENT
[SHREECEM | 2017-03] pat_cagr_5yr: INSUFFICIENT
[SHREECEM | 2017-03] pat_cagr_10yr: INSUFFICIENT
[SHREECEM | 2017-03] eps_cagr_5yr: INSUFFICIENT
[SHREECEM | 2017-03] eps_cagr_10yr: INSUFFICIENT
[SHREECEM | 2018-03] revenue_cagr_5yr: INSUFFICIENT
[SHREECEM | 2018-03] revenue_cagr_10yr: INSUFFICIENT
[SHREECEM | 2018-03] pat_cagr_5yr: INSUFFICIENT
[SHREECEM | 2018-03] pat_cagr_10yr: INSUFFICIENT
[SHREECEM | 2018-03] eps_cagr_5yr: INSUFFICIENT
[SHREECEM | 2018-03] eps_cagr_10yr: INSUFFICIENT
[SHREECEM | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[SHREECEM | 2019-03] pat_cagr_10yr: INSUFFICIENT
[SHREECEM | 2019-03] eps_cagr_10yr: INSUFFICIENT
[SHREECEM | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[SHREECEM | 2020-03] pat_cagr_10yr: INSUFFICIENT
[SHREECEM | 2020-03] eps_cagr_10yr: INSUFFICIENT
[SHREECEM | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[SHREECEM | 2021-03] pat_cagr_10yr: INSUFFICIENT
[SHREECEM | 2021-03] eps_cagr_10yr: INSUFFICIENT
[SHREECEM | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[SHREECEM | 2022-03] pat_cagr_10yr: INSUFFICIENT
[SHREECEM | 2022-03] eps_cagr_10yr: INSUFFICIENT
[SHREECEM | 2023-03] revenue_cagr_10yr: INSUFFICIENT
[SHREECEM | 2023-03] pat_cagr_10yr: INSUFFICIENT
[SHREECEM | 2023-03] eps_cagr_10yr: INSUFFICIENT
[SHREECEM | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[SHREECEM | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[SHREECEM | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[SHREECEM | 2024-09] pat_cagr_3yr: INSUFFICIENT
[SHREECEM | 2024-09] pat_cagr_5yr: INSUFFICIENT
[SHREECEM | 2024-09] pat_cagr_10yr: INSUFFICIENT
[SHREECEM | 2024-09] eps_cagr_3yr: INSUFFICIENT
[SHREECEM | 2024-09] eps_cagr_5yr: INSUFFICIENT
[SHREECEM | 2024-09] eps_cagr_10yr: INSUFFICIENT
[SHREECEM | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[SHRIRAMFIN | 2013-03] interest_coverage_ratio: ICR < 1.5 (value=0.71): at risk of not covering interest
[SHRIRAMFIN | 2013-03] revenue_cagr_3yr: INSUFFICIENT
[SHRIRAMFIN | 2013-03] revenue_cagr_5yr: INSUFFICIENT
[SHRIRAMFIN | 2013-03] revenue_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2013-03] pat_cagr_3yr: INSUFFICIENT
[SHRIRAMFIN | 2013-03] pat_cagr_5yr: INSUFFICIENT
[SHRIRAMFIN | 2013-03] pat_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2013-03] eps_cagr_3yr: INSUFFICIENT
[SHRIRAMFIN | 2013-03] eps_cagr_5yr: INSUFFICIENT
[SHRIRAMFIN | 2013-03] eps_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2014-03] interest_coverage_ratio: ICR < 1.5 (value=0.47): at risk of not covering interest
[SHRIRAMFIN | 2014-03] revenue_cagr_3yr: INSUFFICIENT
[SHRIRAMFIN | 2014-03] revenue_cagr_5yr: INSUFFICIENT
[SHRIRAMFIN | 2014-03] revenue_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2014-03] pat_cagr_3yr: INSUFFICIENT
[SHRIRAMFIN | 2014-03] pat_cagr_5yr: INSUFFICIENT
[SHRIRAMFIN | 2014-03] pat_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2014-03] eps_cagr_3yr: INSUFFICIENT
[SHRIRAMFIN | 2014-03] eps_cagr_5yr: INSUFFICIENT
[SHRIRAMFIN | 2014-03] eps_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2015-03] interest_coverage_ratio: ICR < 1.5 (value=0.36): at risk of not covering interest
[SHRIRAMFIN | 2015-03] revenue_cagr_3yr: INSUFFICIENT
[SHRIRAMFIN | 2015-03] revenue_cagr_5yr: INSUFFICIENT
[SHRIRAMFIN | 2015-03] revenue_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2015-03] pat_cagr_3yr: INSUFFICIENT
[SHRIRAMFIN | 2015-03] pat_cagr_5yr: INSUFFICIENT
[SHRIRAMFIN | 2015-03] pat_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2015-03] eps_cagr_3yr: INSUFFICIENT
[SHRIRAMFIN | 2015-03] eps_cagr_5yr: INSUFFICIENT
[SHRIRAMFIN | 2015-03] eps_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2016-03] interest_coverage_ratio: ICR < 1.5 (value=0.36): at risk of not covering interest
[SHRIRAMFIN | 2016-03] revenue_cagr_5yr: INSUFFICIENT
[SHRIRAMFIN | 2016-03] revenue_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2016-03] pat_cagr_5yr: INSUFFICIENT
[SHRIRAMFIN | 2016-03] pat_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2016-03] eps_cagr_5yr: INSUFFICIENT
[SHRIRAMFIN | 2016-03] eps_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2017-03] interest_coverage_ratio: ICR < 1.5 (value=0.38): at risk of not covering interest
[SHRIRAMFIN | 2017-03] revenue_cagr_5yr: INSUFFICIENT
[SHRIRAMFIN | 2017-03] revenue_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2017-03] pat_cagr_5yr: INSUFFICIENT
[SHRIRAMFIN | 2017-03] pat_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2017-03] eps_cagr_5yr: INSUFFICIENT
[SHRIRAMFIN | 2017-03] eps_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2018-03] interest_coverage_ratio: ICR < 1.5 (value=0.61): at risk of not covering interest
[SHRIRAMFIN | 2018-03] revenue_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2018-03] pat_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2018-03] eps_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2019-03] interest_coverage_ratio: ICR < 1.5 (value=0.51): at risk of not covering interest
[SHRIRAMFIN | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2019-03] pat_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2019-03] eps_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2020-03] interest_coverage_ratio: ICR < 1.5 (value=0.43): at risk of not covering interest
[SHRIRAMFIN | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2020-03] pat_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2020-03] eps_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2021-03] interest_coverage_ratio: ICR < 1.5 (value=0.38): at risk of not covering interest
[SHRIRAMFIN | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2021-03] pat_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2021-03] eps_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2022-03] interest_coverage_ratio: ICR < 1.5 (value=0.38): at risk of not covering interest
[SHRIRAMFIN | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2022-03] pat_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2022-03] eps_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2023-03] interest_coverage_ratio: ICR < 1.5 (value=0.68): at risk of not covering interest
[SHRIRAMFIN | 2024-03] interest_coverage_ratio: ICR < 1.5 (value=0.68): at risk of not covering interest
[SHRIRAMFIN | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[SHRIRAMFIN | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[SHRIRAMFIN | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2024-09] pat_cagr_3yr: INSUFFICIENT
[SHRIRAMFIN | 2024-09] pat_cagr_5yr: INSUFFICIENT
[SHRIRAMFIN | 2024-09] pat_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2024-09] eps_cagr_3yr: INSUFFICIENT
[SHRIRAMFIN | 2024-09] eps_cagr_5yr: INSUFFICIENT
[SHRIRAMFIN | 2024-09] eps_cagr_10yr: INSUFFICIENT
[SHRIRAMFIN | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[SIEMENS | 2011-09] revenue_cagr_3yr: INSUFFICIENT
[SIEMENS | 2011-09] revenue_cagr_5yr: INSUFFICIENT
[SIEMENS | 2011-09] revenue_cagr_10yr: INSUFFICIENT
[SIEMENS | 2011-09] pat_cagr_3yr: INSUFFICIENT
[SIEMENS | 2011-09] pat_cagr_5yr: INSUFFICIENT
[SIEMENS | 2011-09] pat_cagr_10yr: INSUFFICIENT
[SIEMENS | 2011-09] eps_cagr_3yr: INSUFFICIENT
[SIEMENS | 2011-09] eps_cagr_5yr: INSUFFICIENT
[SIEMENS | 2011-09] eps_cagr_10yr: INSUFFICIENT
[SIEMENS | 2014-09] revenue_cagr_3yr: INSUFFICIENT
[SIEMENS | 2014-09] revenue_cagr_5yr: INSUFFICIENT
[SIEMENS | 2014-09] revenue_cagr_10yr: INSUFFICIENT
[SIEMENS | 2014-09] pat_cagr_3yr: INSUFFICIENT
[SIEMENS | 2014-09] pat_cagr_5yr: INSUFFICIENT
[SIEMENS | 2014-09] pat_cagr_10yr: INSUFFICIENT
[SIEMENS | 2014-09] eps_cagr_3yr: INSUFFICIENT
[SIEMENS | 2014-09] eps_cagr_5yr: INSUFFICIENT
[SIEMENS | 2014-09] eps_cagr_10yr: INSUFFICIENT
[SIEMENS | 2015-09] revenue_cagr_3yr: INSUFFICIENT
[SIEMENS | 2015-09] revenue_cagr_5yr: INSUFFICIENT
[SIEMENS | 2015-09] revenue_cagr_10yr: INSUFFICIENT
[SIEMENS | 2015-09] pat_cagr_3yr: INSUFFICIENT
[SIEMENS | 2015-09] pat_cagr_5yr: INSUFFICIENT
[SIEMENS | 2015-09] pat_cagr_10yr: INSUFFICIENT
[SIEMENS | 2015-09] eps_cagr_3yr: INSUFFICIENT
[SIEMENS | 2015-09] eps_cagr_5yr: INSUFFICIENT
[SIEMENS | 2015-09] eps_cagr_10yr: INSUFFICIENT
[SIEMENS | 2016-09] revenue_cagr_5yr: INSUFFICIENT
[SIEMENS | 2016-09] revenue_cagr_10yr: INSUFFICIENT
[SIEMENS | 2016-09] pat_cagr_5yr: INSUFFICIENT
[SIEMENS | 2016-09] pat_cagr_10yr: INSUFFICIENT
[SIEMENS | 2016-09] eps_cagr_5yr: INSUFFICIENT
[SIEMENS | 2016-09] eps_cagr_10yr: INSUFFICIENT
[SIEMENS | 2017-09] revenue_cagr_5yr: INSUFFICIENT
[SIEMENS | 2017-09] revenue_cagr_10yr: INSUFFICIENT
[SIEMENS | 2017-09] pat_cagr_5yr: INSUFFICIENT
[SIEMENS | 2017-09] pat_cagr_10yr: INSUFFICIENT
[SIEMENS | 2017-09] eps_cagr_5yr: INSUFFICIENT
[SIEMENS | 2017-09] eps_cagr_10yr: INSUFFICIENT
[SIEMENS | 2018-09] revenue_cagr_10yr: INSUFFICIENT
[SIEMENS | 2018-09] pat_cagr_10yr: INSUFFICIENT
[SIEMENS | 2018-09] eps_cagr_10yr: INSUFFICIENT
[SIEMENS | 2019-09] revenue_cagr_10yr: INSUFFICIENT
[SIEMENS | 2019-09] pat_cagr_10yr: INSUFFICIENT
[SIEMENS | 2019-09] eps_cagr_10yr: INSUFFICIENT
[SIEMENS | 2020-09] revenue_cagr_10yr: INSUFFICIENT
[SIEMENS | 2020-09] pat_cagr_10yr: INSUFFICIENT
[SIEMENS | 2020-09] eps_cagr_10yr: INSUFFICIENT
[SIEMENS | 2021-09] revenue_cagr_10yr: INSUFFICIENT
[SIEMENS | 2021-09] pat_cagr_10yr: INSUFFICIENT
[SIEMENS | 2021-09] eps_cagr_10yr: INSUFFICIENT
[SIEMENS | 2022-09] revenue_cagr_10yr: INSUFFICIENT
[SIEMENS | 2022-09] pat_cagr_10yr: INSUFFICIENT
[SIEMENS | 2022-09] eps_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2013-03] revenue_cagr_3yr: INSUFFICIENT
[SUNPHARMA | 2013-03] revenue_cagr_5yr: INSUFFICIENT
[SUNPHARMA | 2013-03] revenue_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2013-03] pat_cagr_3yr: INSUFFICIENT
[SUNPHARMA | 2013-03] pat_cagr_5yr: INSUFFICIENT
[SUNPHARMA | 2013-03] pat_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2013-03] eps_cagr_3yr: INSUFFICIENT
[SUNPHARMA | 2013-03] eps_cagr_5yr: INSUFFICIENT
[SUNPHARMA | 2013-03] eps_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2014-03] revenue_cagr_3yr: INSUFFICIENT
[SUNPHARMA | 2014-03] revenue_cagr_5yr: INSUFFICIENT
[SUNPHARMA | 2014-03] revenue_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2014-03] pat_cagr_3yr: INSUFFICIENT
[SUNPHARMA | 2014-03] pat_cagr_5yr: INSUFFICIENT
[SUNPHARMA | 2014-03] pat_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2014-03] eps_cagr_3yr: INSUFFICIENT
[SUNPHARMA | 2014-03] eps_cagr_5yr: INSUFFICIENT
[SUNPHARMA | 2014-03] eps_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2015-03] revenue_cagr_3yr: INSUFFICIENT
[SUNPHARMA | 2015-03] revenue_cagr_5yr: INSUFFICIENT
[SUNPHARMA | 2015-03] revenue_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2015-03] pat_cagr_3yr: INSUFFICIENT
[SUNPHARMA | 2015-03] pat_cagr_5yr: INSUFFICIENT
[SUNPHARMA | 2015-03] pat_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2015-03] eps_cagr_3yr: INSUFFICIENT
[SUNPHARMA | 2015-03] eps_cagr_5yr: INSUFFICIENT
[SUNPHARMA | 2015-03] eps_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2016-03] revenue_cagr_5yr: INSUFFICIENT
[SUNPHARMA | 2016-03] revenue_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2016-03] pat_cagr_5yr: INSUFFICIENT
[SUNPHARMA | 2016-03] pat_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2016-03] eps_cagr_5yr: INSUFFICIENT
[SUNPHARMA | 2016-03] eps_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2017-03] revenue_cagr_5yr: INSUFFICIENT
[SUNPHARMA | 2017-03] revenue_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2017-03] pat_cagr_5yr: INSUFFICIENT
[SUNPHARMA | 2017-03] pat_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2017-03] eps_cagr_5yr: INSUFFICIENT
[SUNPHARMA | 2017-03] eps_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2018-03] revenue_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2018-03] pat_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2018-03] eps_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2019-03] pat_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2019-03] eps_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2020-03] pat_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2020-03] eps_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2021-03] pat_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2021-03] eps_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2022-03] pat_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2022-03] eps_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2024-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=26.84289749881436, source=28.0
[SUNPHARMA | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[SUNPHARMA | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[SUNPHARMA | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2024-09] pat_cagr_3yr: INSUFFICIENT
[SUNPHARMA | 2024-09] pat_cagr_5yr: INSUFFICIENT
[SUNPHARMA | 2024-09] pat_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2024-09] eps_cagr_3yr: INSUFFICIENT
[SUNPHARMA | 2024-09] eps_cagr_5yr: INSUFFICIENT
[SUNPHARMA | 2024-09] eps_cagr_10yr: INSUFFICIENT
[SUNPHARMA | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[TATACONSUM | 2013-03] revenue_cagr_3yr: INSUFFICIENT
[TATACONSUM | 2013-03] revenue_cagr_5yr: INSUFFICIENT
[TATACONSUM | 2013-03] revenue_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2013-03] pat_cagr_3yr: INSUFFICIENT
[TATACONSUM | 2013-03] pat_cagr_5yr: INSUFFICIENT
[TATACONSUM | 2013-03] pat_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2013-03] eps_cagr_3yr: INSUFFICIENT
[TATACONSUM | 2013-03] eps_cagr_5yr: INSUFFICIENT
[TATACONSUM | 2013-03] eps_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2014-03] revenue_cagr_3yr: INSUFFICIENT
[TATACONSUM | 2014-03] revenue_cagr_5yr: INSUFFICIENT
[TATACONSUM | 2014-03] revenue_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2014-03] pat_cagr_3yr: INSUFFICIENT
[TATACONSUM | 2014-03] pat_cagr_5yr: INSUFFICIENT
[TATACONSUM | 2014-03] pat_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2014-03] eps_cagr_3yr: INSUFFICIENT
[TATACONSUM | 2014-03] eps_cagr_5yr: INSUFFICIENT
[TATACONSUM | 2014-03] eps_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2015-03] revenue_cagr_3yr: INSUFFICIENT
[TATACONSUM | 2015-03] revenue_cagr_5yr: INSUFFICIENT
[TATACONSUM | 2015-03] revenue_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2015-03] pat_cagr_3yr: INSUFFICIENT
[TATACONSUM | 2015-03] pat_cagr_5yr: INSUFFICIENT
[TATACONSUM | 2015-03] pat_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2015-03] eps_cagr_3yr: INSUFFICIENT
[TATACONSUM | 2015-03] eps_cagr_5yr: INSUFFICIENT
[TATACONSUM | 2015-03] eps_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2016-03] revenue_cagr_5yr: INSUFFICIENT
[TATACONSUM | 2016-03] revenue_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2016-03] pat_cagr_3yr: DECLINE_TO_LOSS
[TATACONSUM | 2016-03] pat_cagr_5yr: INSUFFICIENT
[TATACONSUM | 2016-03] pat_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2016-03] eps_cagr_3yr: DECLINE_TO_LOSS
[TATACONSUM | 2016-03] eps_cagr_5yr: INSUFFICIENT
[TATACONSUM | 2016-03] eps_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2017-03] revenue_cagr_5yr: INSUFFICIENT
[TATACONSUM | 2017-03] revenue_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2017-03] pat_cagr_5yr: INSUFFICIENT
[TATACONSUM | 2017-03] pat_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2017-03] eps_cagr_5yr: INSUFFICIENT
[TATACONSUM | 2017-03] eps_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2018-03] revenue_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2018-03] pat_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2018-03] eps_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2019-03] pat_cagr_3yr: TURNAROUND
[TATACONSUM | 2019-03] pat_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2019-03] eps_cagr_3yr: ZERO_BASE
[TATACONSUM | 2019-03] eps_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2020-03] pat_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2020-03] eps_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2021-03] pat_cagr_5yr: TURNAROUND
[TATACONSUM | 2021-03] pat_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2021-03] eps_cagr_5yr: ZERO_BASE
[TATACONSUM | 2021-03] eps_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2022-03] pat_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2022-03] eps_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[TATACONSUM | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[TATACONSUM | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2024-09] pat_cagr_3yr: INSUFFICIENT
[TATACONSUM | 2024-09] pat_cagr_5yr: INSUFFICIENT
[TATACONSUM | 2024-09] pat_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2024-09] eps_cagr_3yr: INSUFFICIENT
[TATACONSUM | 2024-09] eps_cagr_5yr: INSUFFICIENT
[TATACONSUM | 2024-09] eps_cagr_10yr: INSUFFICIENT
[TATACONSUM | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[TATAMOTORS | 2013-03] revenue_cagr_3yr: INSUFFICIENT
[TATAMOTORS | 2013-03] revenue_cagr_5yr: INSUFFICIENT
[TATAMOTORS | 2013-03] revenue_cagr_10yr: INSUFFICIENT
[TATAMOTORS | 2013-03] pat_cagr_3yr: INSUFFICIENT
[TATAMOTORS | 2013-03] pat_cagr_5yr: INSUFFICIENT
[TATAMOTORS | 2013-03] pat_cagr_10yr: INSUFFICIENT
[TATAMOTORS | 2013-03] eps_cagr_3yr: INSUFFICIENT
[TATAMOTORS | 2013-03] eps_cagr_5yr: INSUFFICIENT
[TATAMOTORS | 2013-03] eps_cagr_10yr: INSUFFICIENT
[TATAMOTORS | 2014-03] revenue_cagr_3yr: INSUFFICIENT
[TATAMOTORS | 2014-03] revenue_cagr_5yr: INSUFFICIENT
[TATAMOTORS | 2014-03] revenue_cagr_10yr: INSUFFICIENT
[TATAMOTORS | 2014-03] pat_cagr_3yr: INSUFFICIENT
[TATAMOTORS | 2014-03] pat_cagr_5yr: INSUFFICIENT
[TATAMOTORS | 2014-03] pat_cagr_10yr: INSUFFICIENT
